pdes,tp,q,e,w,om,i,M1,K1,orbit_id
2017 S7,2457901.386686345358,7.614408126154748,1.002499815885911,187.7473830131949,262.7884159434695,124.2247425576759,6.7,10.,JPL 14
2017 S8,2458147.145453576642,1.682991448747542,.3935287447008161,254.5669584512421,191.8022542629825,29.85108020304647,18.1,4.5,JPL 11
2017 T1,2458171.208173180186,.5806547254801013,1.000345786802034,96.91627909591816,102.3159450857234,96.83375647604693,11.9,14.,JPL 11
2017 T2,2458974.449954764131,1.615095415069929,.9996774601830418,92.99332025566979,64.37877973967866,57.23143923607732,10.2,4.5,JPL 57
2017 T3,2458318.648390216709,.8252219128579639,.9993860864428709,246.8935996072179,230.0867537472919,88.10720207390392,11.1,7.25,JPL 13
2017 TW13,2458290.485353801088,2.078803623644249,.7097633251998353,120.1088179927675,322.2776499304327,44.83634703278221,12.6,11.25,JPL 13
2017 U2,2457993.623602091978,6.700824542584891,1.000012373315265,147.7270808345425,149.7108386702126,95.43408553536807,7.3,12.,JPL 11
2017 U3,2458595.337426564366,4.443406391789301,.09998086534434557,297.4583201417903,165.1500021412832,15.90843630784927,14.7,4.5,JPL 10
2017 U4,2458387.193065934490,7.724157767178689,1.003043823457337,159.1771000523314,245.9525590274949,158.2257210116339,7.1,10.75,JPL 13
2017 U5,2458106.608306236614,4.326736702644832,.7445695418910745,262.150770237268,163.1153680107009,18.95655106224461,11.8,10.,JPL 8
2017 U7,2458738.205849224841,6.417497381756786,1.001614882042614,326.0676627931069,276.2323345640638,142.6352423498826,6.3,8.,JPL 39
2017 W2,2458059.437718010964,3.957327001114813,.7112567233701367,169.1577142195117,312.8090619476837,98.17929056760482,10.9,10.,JPL 12
2017 W3,2458174.591139886603,3.83729668083787,.5038733631134901,326.4640540396084,210.7534630208634,18.31672356942174,10.5,10.,JPL 12
2017 X1,2458283.947986094797,4.662645277077666,.8511091046250819,283.1063262439756,251.1267718894638,31.31099838083798,7.0,13.5,JPL 12
2017 Y1,2457996.969785785922,3.718607871595267,.9990191608317991,134.4474831678827,307.5096785541436,55.24011820283596,9.3,13.,JPL 18
2017 Y2,2459158.063747770887,4.632068958066363,1.000962683362749,147.8602214533302,65.98633220448883,128.4214973191868,8.6,8.,JPL 44
2017 Y3,2458160.759869669226,1.275380853927572,.8707108805845301,67.52878617230991,153.8739129853849,27.58565185691802,16.5,11.,JPL 9
2018 A1,2458046.927981986282,2.419350919327441,.9043859806704536,96.38526729987834,336.6210525917974,53.55998148926074,15.1,5.,JPL 12
2018 A3,2458496.363498440913,3.27671519271034,.9933931061207733,86.42629903961053,194.2792749527277,139.5619827546883,9.4,9.,JPL 30
2018 A4,2458257.306483425123,2.402566815570836,.8043587328325226,356.1353445321782,97.63475909946457,3.148025167618076,8.4,22.25,JPL 11
2018 A5,2458020.322556889901,2.693821228217425,.5230477990971206,359.6795114438439,87.82972144250051,23.57702921670901,17.7,4.5,JPL 4
2018 A6,2458678.792929826064,3.017794823525001,.8034540337138276,264.534197597202,340.3863388467274,76.95477325200737,8.6,9.,JPL 49
2018 B1,2458207.944390530109,5.116717976562343,1.002969340095905,68.34909285764068,133.1688754656943,162.4235694253584,12.3,4.5,JPL 17
2018 C1,2458175.066270251809,2.595758548310177,.5344583103825766,234.3291286696343,270.4494370348003,5.133509888741485,14.0,10.,JPL 10
2018 C2,2458271.723923882301,1.95651250015357,1.00180655729515,134.1384875107038,91.13971556097802,34.45339329783236,7.6,26.5,JPL 12
2018 DO4,2458713.910663088012,2.405952931839495,.9069541321135991,175.9747332429793,251.1328762919796,160.4748207329297,13.2,6.5,JPL 40
2018 E1,2458225.822536123389,2.705441280664283,.9503465505489672,299.4718404456895,146.8408658450583,72.47957181767383,11.4,8.75,JPL 10
2018 E2,2458111.185789696752,3.92228438189366,.9976007210737837,277.4813893643469,67.20209934623934,97.74251260119547,9.9,10.25,JPL 9
2018 EN4,2458277.278125943307,1.447950039310733,.9214147989842768,35.01112239196357,136.1651478161492,81.56200421727375,13.6,21.5,JPL 13
2018 EF9,2458261.628381567360,1.55663257903246,.9975741722198472,72.61657512148747,172.5780664128357,84.69445280104227,8.6,45.25,JPL 18
2018 F1,2458466.579960072108,2.99304843061446,.9907106920051437,71.62811989849939,177.2858746459719,46.07061922573036,12.7,6.25,JPL 14
2018 F3,2457980.732332175265,2.483147453487701,1.000016241112605,293.0107966292608,173.0311386136694,105.5349126929927,12.9,10.,JPL 4
2018 F4,2458821.559906578891,3.439968361997539,1.00152144097834,263.2041950465853,26.50708234060093,78.09888924006349,5.3,13.25,JPL 51
2018 F4-A,2458821.620516762099,3.440180839792307,1.001332910192641,263.2210333299363,26.5130956790347,78.09525957388087,11.4,5.5,JPL 11
2018 F4-B,2458821.559842665403,3.440151218135939,1.001416645868544,263.2097347855472,26.51331851039278,78.09496111713473,7.4,11.75,JPL 11
2018 H2,2458141.959438590417,2.027089765153293,.540046339408238,120.2296292028269,68.45587977306991,7.388853402978943,17.0,4.5,JPL 5
2018 K1,2458215.398689422561,1.879168895755063,.9372141102807927,325.0029097838556,260.0017994169327,164.192707343459,12.5,14.75,JPL 5
2018 KJ3,2458736.481741275415,3.627196888570837,.9958143405199597,217.7097829520746,91.58769673526139,136.6673282210673,6.4,13.5,JPL 25
2018 L1,2458435.027023377319,1.885602754447638,.4833466744464326,17.89090192564948,268.6295850630895,10.59322070191557,14.4,10.75,JPL 6
2018 L2,2458455.080503252766,1.711710997421499,.9929812976392138,56.23081761810727,243.0182586407085,67.42359017314774,9.5,10.75,JPL 20
2018 L4,2458331.343128053592,1.676234190261363,.6603305335305464,140.432574726745,145.1930409016552,26.62547744764037,15.0,21.25,JPL 7
2018 L5,2458243.018425823528,2.303424902156637,.3644976378863004,93.65090975834907,219.1586936703853,2.209154642984229,16.2,4.5,JPL 8
2018 M1,2458309.524438962464,1.303479531146645,.9387000323283536,14.13278553680923,339.4633087072912,37.25702431998508,16.6,5.25,JPL 8
2018 N1,2458332.482779080369,1.307382068984718,.9969016796545952,354.5584210069332,292.4381822278144,159.4443309763751,14.8,11.75,JPL 7
2018 N2,2458798.464221953826,3.124658710051543,1.000183566633275,24.39703447405446,25.25780115026154,77.53004332439339,9.6,4.5,JPL 71
2018 O1,2458362.070056164398,1.55817435006249,.9440984749755603,162.502789164412,87.6189996315874,154.0410448322048,12.1,34.,JPL 6
2018 P3,2458400.963520010924,1.756469532548899,.4158813322080853,305.8865675490572,59.20924211740525,8.909323246662376,7.9,39.75,JPL 16
2018 P4,2458429.845799650138,3.666142259892883,.4493111437809952,8.115551280695698,353.1103473605847,23.11276472421761,11.6,10.,JPL 6
2018 P5,2458540.716966305724,4.575881743475449,.6408888733835596,131.634271796386,216.2412638978533,7.256838348942479,14.5,4.5,JPL 11
2018 R3,2458641.698118297916,1.290602078312638,.9993449053254678,112.8754588511427,324.6260258022418,69.7154101174736,11.3,11.25,JPL 11
2018 R4,2458181.166095363803,1.709213713001223,.9943587831110811,345.148323204334,298.4609249120035,11.68203443323269,16.3,4.5,JPL 6
2018 R5,2458493.479569695943,3.621228861556831,.8415681023585918,178.0117256674235,171.1415653526412,103.7580805941406,14.4,4.5,JPL 6
2018 S2,2458427.693225752606,5.470618716235449,.6149147702137779,290.6834963332415,85.12591869247277,64.22044309960981,6.7,11.,JPL 1
2018 S3,2457569.038473411291,7.99992010904867,1.001315925805786,263.8525171105202,24.9823852435677,78.41820838159808,10.4,4.5,JPL 1
2018 U1,2459521.304977066682,4.993877201768639,1.000803976234046,180.4204171084028,75.4769298531932,108.3013877325727,6.4,8.75,JPL 77
2018 V1,2458456.008101697892,.3869549474667874,1.000390606749757,88.77491355817259,128.7220909046342,143.9879595892249,12.8,6.25,JPL 10
2018 V2,2458449.478323905817,2.47483717382253,.9028851647958491,318.6624914116978,356.7908514457026,159.1099188337545,13.6,12.25,JPL 8
2018 VN2,2458274.881356908915,2.12262812422253,.4776520921152707,138.7751946531849,226.5488948431372,18.24017489197058,16.8,4.5,JPL 6
2018 V4,2458544.192779877682,3.198876953243419,.9848283491760326,.008035304082847073,78.38431463953501,68.99898715622982,15.7,4.5,JPL 5
2018 V5,2458395.364607353497,4.707642962000713,.4746297979065957,260.8056028862159,171.3284400233722,10.58019311285288,6.4,19.,JPL 4
2018 W1,2458615.352937527020,1.360177019486447,.937663286002328,251.2480655704364,233.5895787467877,83.27887865438332,14.0,10.,JPL 12
2018 W2,2458732.229161951271,1.454667716683242,1.000759657441667,157.9728542243786,181.8494553095173,116.6157705464602,13.4,4.5,JPL 23
2018 X2,2458673.034863153465,2.125879109091798,.986280223636649,162.0470445413797,340.8332096515571,23.06823387310232,10.6,12.75,JPL 11
2018 X3,2458483.299964830690,2.698917421231605,.7827195269894678,359.8344819908737,78.92475844913288,43.36964116597223,16.9,4.5,JPL 4
2018 Y1,2458521.530623847028,1.286994450025289,.9910793080288138,358.0572196618737,147.4835617543771,160.4035376571279,13.6,5.25,JPL 19
2018 Y2,2458486.098436213606,3.893253361816097,.4793481795777027,162.4986169608806,297.2649107480066,11.68034539858378,10.9,10.,JPL 6
2019 A1,2458402.542819595168,2.211667199618293,.5689283377561671,150.8467500270507,312.2994958682227,13.74362190698565,17.3,4.5,JPL 5
2019 A2,2458443.948761498206,3.542902472642814,.3819936956454806,324.2262522930324,139.4626445990163,14.85526061514254,11.7,8.25,JPL 8
2019 A3,2458332.378057082278,2.312948867665808,.2651854408037211,325.4804854214367,31.32307874969787,15.36506724237858,19.1,5.25,JPL 7
2019 A4,2458457.724924022167,2.379287901424969,.08960737027430524,341.8364683770201,119.3001199041288,13.31889810850309,15.5,10.,JPL 8
2019 A5,2458643.946198736462,6.324147236061602,.7078740415075246,356.039843208373,146.6192515475469,67.53900248937774,7.3,12.75,JPL 13
2019 A6,2458359.809256017562,1.938506123021695,.6391774183457983,156.3050040416362,280.2718903170902,33.2283281029066,17.9,4.5,JPL 4
2019 A8,2458361.210727205631,1.872575257166376,.4274080526007016,20.3825210251697,127.8881473640005,2.96666017830655,7.7,33.5,JPL 8
2019 A9,2458691.025196770382,1.426375684838149,.9632606680161629,237.8023357180343,278.3684397481954,84.34107788066017,10.3,17.5,JPL 13
2019 B1,2458562.422709082496,1.597291314995401,.9897232330541148,174.8828273104825,290.4323853067457,123.3625859945259,17.4,4.5,JPL 6
2019 B2,2458642.527667644391,2.416517389281517,.3729015582306672,358.7099213502992,176.4592980725458,16.82914955331195,7.4,25.75,JPL 9
2019 B3,2459234.648235499106,6.822998310785891,1.00219557449939,263.9202865549194,358.431431129562,66.53624885079715,6.7,8.5,JPL 36
2019 C1,2458975.224349422150,6.581320388170327,.9920988753742428,319.1897067363857,212.3972245750634,36.01648895884428,6.5,9.,JPL 29
2019 D1,2458615.342269773644,1.577554937199887,.9885492656291562,70.4774321080738,231.7178045997137,34.09837201276965,11.9,15.75,JPL 16
2019 E3,2460262.416617237530,10.31372188686473,1.001886690431165,280.6504255334377,347.2537427503559,84.29745829626322,6.3,6.25,JPL 66
2019 F1,2459388.290140171396,3.595954623073749,1.00347617766294,251.1125291707134,38.72626801839808,54.17573695483152,10.0,5.,JPL 75
2019 F2,2458735.393218182687,2.232881685230068,.8650697162295637,10.9540272531322,175.8679182602183,19.18865186056912,5.0,24.75,JPL 15
2019 G4,2458378.180369700310,5.864732640993684,1.000134404804312,287.9987790296709,130.4599305924399,138.3906935884681,13.8,4.5,JPL 3
2019 GG21,2458616.356787682681,3.932206588884873,.4740477702689088,208.7925855401245,340.5840390469012,6.076965513184619,12.2,10.,JPL 4
2019 H1,2458601.236598366791,1.844784070182333,.9921940891938938,19.28267536595578,269.1860076972234,104.5801848581876,16.9,4.5,JPL 11
2019 J1,2458582.840270380645,2.478656774854775,.9653558432849477,167.7944273328417,98.08703334000111,24.54974540019105,12.0,11.25,JPL 13
2019 J2,2458684.215044387349,1.727001803430942,.9976739454976579,98.69562817961662,25.4681296647531,105.1357438298953,9.4,22.5,JPL 14
2019 J3,2458697.389876596032,2.373521710384135,1.000677947687315,16.55239858554766,270.5170347609708,131.4149075211576,15.3,4.5,JPL 14
2019 JU6,2458635.562468660712,2.045767271533184,.9993972883090186,94.91777955860809,21.70196508185118,148.291676463176,14.5,10.,JPL 9
2019 K1,2458892.371157854297,2.012738074405113,1.000561863451058,265.6823757488842,73.37758363442606,87.15734813493332,13.2,4.5,JPL 26
2019 K4,2458650.919290901488,2.259417449561461,.9990612977850601,139.7721542778129,180.1651287668925,105.3052736960367,12.9,8.25,JPL 12
2019 K5,2458657.251444324261,2.035047035158644,.9865348783605891,174.916615586373,177.1884106440093,15.31538130379544,12.1,9.5,JPL 14
2019 K6,2458989.522673412063,3.928974130801507,.9975645867922444,187.5785855480766,42.92602727776301,132.3943172998812,9.6,11.25,JPL 6
2019 K7,2459017.473077678917,4.475182902276572,.9999921260568512,27.30780528392267,307.9290732658345,103.5419510700348,10.1,4.5,JPL 77
2019 K8,2458685.719646147001,3.195048278859553,.9977306269835555,85.35283992138542,291.0463747635025,93.22215501273681,6.8,17.5,JPL 14
2019 L1,2458706.785435950959,2.890225549622206,.7066227808004667,49.91959940234332,254.4096921579304,9.993558448258101,13.5,10.,JPL 9
2019 L2,2458575.582436605422,1.621540075506357,.9367640864013725,18.81688032420424,12.53429645449389,152.1873777948549,10.4,27.75,JPL 7
2019 LD2,2458949.220444590949,4.577967013501713,.1338282736803879,123.4434898250331,179.6753177252032,11.56549691736916,6.9,13.,JPL 42
2019 L3,2459589.150611412445,3.554436607672314,1.00129248258003,171.6175123114763,290.7882886736065,48.36448858240538,5.5,8.,JPL 108
2019 LM4,2458652.738688867197,2.371611219662196,.5852049454946888,68.37085088280203,72.85836955452187,36.39476118828992,13.4,4.5,JPL 12
2019 LB7,2458569.731533555225,2.482822027281863,.9293061023752756,335.8940514040899,3.285918377765849,164.2318603536247,16.5,10.5,JPL 4
2019 M2,2458657.167673245299,1.063395071244291,.6485314614214488,332.5204943479877,307.6033152173583,12.28205704353961,20.6,4.5,JPL 11
2019 M3,2458486.551781172723,2.417809152775207,1.002214701060755,87.93505314713686,154.8962719281839,99.43629501880999,13.8,6.,JPL 9
2019 M4,2458736.729994424126,9.181017038915169,1.004534409048393,260.2520310980045,52.5734067201762,65.71080077056875,4.6,10.,JPL 1
2019 N1,2459185.307868197598,1.704628192530171,.9998702390787458,193.4454065821556,13.57671321133714,82.42479441009877,11.1,4.5,JPL 47
2019 NJ3,2459144.680828954669,4.361732863049103,1.000828908728578,246.8253481817864,142.4535293448703,99.43756577376941,6.7,13.25,JPL 11
2019 O3,2459281.808119514398,8.819550045327645,1.002757080592987,60.06717780503337,300.3826839906969,89.81605955052478,6.1,6.75,JPL 97
2019 Q1,2459050.147438432010,4.99708478887364,1.000927133981956,55.91783048468001,42.33865278087843,155.7218646178579,13.9,4.5,JPL 14
2019 Q3,2458351.288956426268,7.250302466188464,1.004703542297618,152.6253285415753,151.3253394024313,65.5382484200568,8.7,10.,JPL 4
2019 Q4,2458826.045070213072,2.006581893840375,3.356215101434632,209.12367864,308.1487262895379,44.05257068647377,13.7,4.5,JPL 53
2019 S2,2458535.331377883268,3.755252905185749,.2066639495144366,216.7449481255086,93.12370946338561,10.47299174917376,13.1,10.,JPL 3
2019 S3,2458721.596223032406,1.806781234930287,.4706465583600268,212.9501673772832,150.1704097118288,8.692613577106988,18.0,10.,JPL 8
2019 S4,2458947.436999784865,3.441732751641674,.9858183350349193,71.35451007551075,63.16956927195478,92.02525906891559,8.6,13.5,JPL 22
2019 T2,2459326.772839666756,2.64589313074313,.9987218470605483,239.3863150429521,155.641810807592,111.4880947113182,12.7,5.75,JPL 39
2019 T3,2459276.312284955994,5.946567473187272,.9981178461824353,112.2873093921778,139.5208371711781,121.8622335087683,6.3,9.25,JPL 68
2019 T4,2459739.586552013682,4.242394748904965,.995741391021417,351.193203212182,199.9387424923906,53.63055020112611,4.2,10.5,JPL 90
2019 T5,2458696.643050541249,1.528889304643945,.8092059221695207,189.6172608556432,247.6963682263689,33.42239412493824,14.9,9.5,JPL 9
2019 T6,2458795.259534660975,2.051927124683703,.6222232721145564,328.9097245503653,71.31094806176851,18.69701846901449,17.2,4.5,JPL 10
2019 U4,2458744.860165934718,1.847129219710617,.4751830087248236,180.9602166117316,200.0406094098722,11.69228887931057,18.6,10.,JPL 5
2019 U5,2460033.485611058985,3.623719839445338,1.001247121238886,181.5243870778029,2.63816262346752,113.5204817302484,8.2,5.75,JPL 88
2019 U6,2459019.321816983196,.9142640678982692,.9979031887566779,329.6590580544367,235.7057545316621,61.00133862170884,13.2,7.75,JPL 29
2019 V1,2459047.089902124509,3.097056959084993,.9990239159988503,51.20767300644167,83.20667064601191,61.86710845315333,14.5,4.5,JPL 10
2019 V2,2459142.714296642916,5.020653205414787,.3323204008521261,336.0462548972625,189.184281939213,11.80117955315879,9.3,11.,JPL 14
2019 W1,2458611.515331007203,3.339892494973913,.2660035215229553,18.75130376235096,35.42652813855612,23.46213121369351,16.3,4.5,JPL 4
2019 X1,2458686.910904857885,4.305512536567683,.3026069687769674,36.92927044510412,43.72770978303249,10.24654454578892,10.5,10.,JPL 10
2019 X2,2458826.812170405187,1.824131493018153,.4992556071036759,213.5588316360951,250.8568180892825,15.88161333035058,18.1,10.,JPL 3
2019 Y1,2458924.063688912922,.8378238170996761,.9965077833291826,57.49817110569519,31.36633889319365,73.34813584511478,11.9,21.5,JPL 23
2019 Y3,2458830.959533901149,.9119993524439929,.6957830669769098,2.266734996109198,139.3826941270183,24.63522477666607,19.1,4.5,JPL 4
2019 Y4,2459000.516485307958,.2528532716606606,.9992252350318854,177.4098487416682,120.5685543742823,45.38015892373629,8.8,18.5,JPL 17
2019 Y4-A,2459000.547132765537,.2504815584773467,1.00195636002951,177.1984868504797,121.0257410870718,45.94946317792516,14.3,4.5,JPL 7
2019 Y4-B,2459000.520136792399,.2525181604260107,.9998341601627491,177.3746054434629,120.6231447427691,45.46374382739097,15.8,4.5,JPL 9
2019 Y4-C,2459000.502415106098,.252209357064097,1.001737081173832,177.2933526849599,120.6318347256435,45.57221417930071,14.3,4.5,JPL 7
2019 Y4-D,2459000.645053063848,.2548063584799706,.9887434623775,177.8024226800834,120.5752373509421,44.82191932346851,13.4,4.5,JPL 8
2019 Y5,2458713.672594219186,4.914442885515231,.9939188534921712,303.5002962847208,51.77760885008136,82.83261488140053,13.0,7.25,JPL 12
2020 A2,2458856.820636898326,.9780118853460532,.9990777045538989,68.20920286561076,286.3794131153552,120.7501318570768,15.1,10.75,JPL 22
2020 A3,2458663.357356835148,5.766806642760206,.9989026528632028,268.410013428337,120.7924690510429,146.7002750966472,6.8,11.25,JPL 13
2020 A4,2458810.222784557801,2.842513989765378,.6537044533051041,144.8830541778562,312.4296233204224,24.99030208844459,15.6,8.75,JPL 1
2020 B2,2458874.787261784693,2.768047308375635,.9592218007679778,143.6296708055627,354.3388683055248,55.70413762650088,17.2,4.5,JPL 6
2020 B3,2458776.390937513943,3.344459855842211,.9982680463670879,325.0923077138381,185.8246015432539,20.70163540699606,14.6,4.5,JPL 15
2020 B4,2459543.813777225616,6.438945620914769,.1925309377619104,342.4567382169646,186.0035016038076,11.60100693854457,7.6,13.75,JPL 3
2020 F2,2459776.592370094843,8.816962503403078,1.004491152946899,48.36648292301446,250.2634604418199,163.5821606480062,6.3,7.25,JPL 78
2020 F3,2459034.178897087248,.294651243326241,.9991780264791565,37.27866088872548,61.01042698860387,128.9375018624312,12.1,12.,JPL 29
2020 F5,2459296.675217833934,4.325339103399206,.9986422004887338,311.0600537484493,350.5272373848636,52.21858350245911,7.6,7.25,JPL 79
2020 F6,2458951.072060158260,3.511043462512514,.9908043234696371,344.5924574207143,207.8798918597012,174.5813732908771,9.7,16.5,JPL 14
2020 F7,2459532.610692386252,5.331814769790284,.9931101188640498,227.985691758125,321.8863018452808,93.95163063767376,6.6,10.75,JPL 35
2020 F8,2458997.044902864016,.4303320065673257,.999935216427192,68.19332611345386,260.0292279461612,110.7977498883903,11.6,4.5,JPL 7
2020 G1,2458925.907776498758,.5057638788200425,.8596115494546572,207.6375916401896,240.1054961929072,18.47273220875296,17.4,4.5,JPL 11
2020 H2,2458967.088532957321,.8336132555003437,.9954482471670552,26.69032285987002,277.6341677231003,125.0445274462598,19.5,30.5,JPL 11
2020 H3,2459004.066475812255,2.304388354972246,1.002218815626618,29.6076089263114,270.5693478869658,62.36838376631006,7.4,27.5,JPL 18
2020 H4,2459090.748327899194,.9382941467325887,.9933206299811913,116.7725265145809,307.7679276567063,84.32043239382038,16.5,4.5,JPL 6
2020 H5,2459195.638958965134,9.345263482989488,.9973458695341478,326.4102292119169,210.6340620664735,70.22362832079436,6.6,8.,JPL 35
2020 H6,2459488.553307472741,4.702871119230896,1.00057608235058,20.34474596181826,213.7082392600465,79.97069168751224,7.4,8.5,JPL 82
2020 H7,2459004.006563168725,4.420107126086732,.9994272431941341,82.76916030735829,323.5291286379471,135.9229008383305,11.2,10.,JPL 10
2020 H8,2459004.696249811070,4.674529620803108,.9923750890834079,128.8955245473641,68.40655428497983,99.64691731677347,11.1,9.,JPL 14
2020 H11,2459107.977345282552,7.631184128103856,.9992712180477071,91.48878068032003,303.0057972959289,151.41483139,7.4,11.5,JPL 1
2020 J1,2459323.105615755574,3.355155526494848,1.000363082822468,341.755562981693,226.5828900647736,142.2956282769738,8.0,7.5,JPL 77
2020 K1,2460073.574035744522,3.073684819288285,.9998322760322349,213.9740538670029,94.35785540419523,89.66068391121166,8.6,5.75,JPL 91
2020 K2,2459066.215815672987,8.878218618598442,1.00129323211958,67.27262150861603,288.3389024598395,91.03595283056541,7.0,9.25,JPL 13
2020 K3,2458999.622017996831,1.593446005426791,.992421870314414,62.69777462450055,27.92776695147553,128.7154438229167,14.9,13.,JPL 14
2020 K4,2458915.002760900490,1.772741710328081,.9612193791188401,310.2918343290547,264.1051342983477,125.9143071650451,17.9,6.25,JPL 11
2020 K5,2459371.095683111170,1.535413127048195,1.001341613492359,249.6028886517957,86.16353872083158,67.16198336872814,15.1,4.5,JPL 12
2020 K6,2459473.066666878662,5.868420093993892,1.003200006503878,44.30712654153712,291.5286138063219,103.6452716255203,12.0,5.,JPL 37
2020 K7,2458785.273265560280,6.38395897420749,.9416067324757249,358.1259713480162,286.1097278592857,32.06678013499491,12.2,4.5,JPL 19
2020 K8,2459107.019349140649,.4745747893689997,1.000152233626527,260.0644167865724,181.5167921815602,31.41395025946461,16.8,4.5,JPL 18
2020 K9,2459257.129149552394,2.849537456590568,.3221243689467893,196.8347021467903,166.2421951581782,23.20260718828968,15.6,4.5,JPL 12
2020 M1,2458838.615033128760,2.660801228769026,.4769181038937867,67.85113269657488,142.9551824216238,8.632592650136061,12.4,15.75,JPL 10
2020 M3,2459148.123882508269,1.268248605984869,.9527076336324838,328.4463137724482,71.25023471341994,23.47352761822621,14.6,6.,JPL 22
2020 MK4,2457148.937306811714,6.023599722625499,.02054475958466959,169.9937011230872,1.888050999835308,6.691382147221957,7.6,10.,JPL 15
2020 M5,2459446.383818914464,3.004333728289934,.9999490830133402,126.3400330250045,352.0950284603247,93.22272065375347,7.6,11.5,JPL 51
2020 N1,2459285.728407986035,1.320691665380409,1.000505823414908,186.7727249994267,279.981657562996,29.70377211025077,15.5,4.5,JPL 17
2020 N2,2459085.212088884863,1.793803853164444,.9823950393257168,331.2265612387828,257.0764420663938,161.0343486167139,16.6,6.5,JPL 8
2020 O2,2459455.114428176015,4.862252850662135,1.002325516284826,10.30937019923315,256.7572456982313,71.75079847990439,6.0,10.25,JPL 67
2020 O3,2459242.360233083407,4.167207346194849,.1061199106580752,81.21457603207216,266.8957441040386,8.442690304174938,12.4,10.,JPL 6
2020 P1,2459142.678983901531,.3421832464863244,1.000296889185875,8.894962102747048,53.53936560237292,45.05381720839782,15.3,5.25,JPL 10
2020 P3,2459325.337550588582,6.812377634569127,.9991293255183006,82.24589082553088,19.48478130711088,61.88500571757947,8.1,7.25,JPL 51
2020 P4-A,2459069.717448230010,.09075632086947151,1.001954017158182,177.4644221848315,175.2244387536765,26.32560483738927,17.2,10.,JPL 4
2020 P4-B,2459069.584884366106,.09261307585795861,.9092091821956565,171.6064874118356,173.4267943140723,28.1473125338304,16.2,10.,JPL 2
2020 P4-C,2459068.336100446859,.08423821391335916,.9394205210769577,116.4217171171131,165.2569180109129,37.5593616220339,15.6,10.,JPL 2
2020 PV6,2459483.499314527537,2.295631450977278,.9449502478404571,71.38059384258969,329.1438717003083,128.2392873521748,7.5,17.25,JPL 38
2020 Q1,2459076.158219206997,1.314973633421926,.9778868430868661,9.884895488302687,52.37927327286805,142.923813545943,11.7,41.25,JPL 14
2020 Q2,2458885.926105016407,5.399394420914557,.5055949027610622,118.449735065833,179.9481117363997,3.310350002307101,10.9,10.,JPL 5
2020 R2,2459634.804687671794,4.692160359299934,.9886485787822642,211.7094247975181,195.0920341404976,53.22474336498756,8.1,10.75,JPL 24
2020 R4,2459275.435459525215,1.028586985633252,.9893645328999318,46.70793010918349,323.2724390283404,164.4633463260304,12.8,11.75,JPL 26
2020 R5,2458997.619431225334,3.413047212874628,.3144761103473659,82.30744111719879,272.9685705125861,11.45434696334583,7.5,20.,JPL 7
2020 R6,2458736.493090691436,3.129707040642131,.9922106641416943,272.0050549997175,12.17709704316086,82.81490355965938,14.8,4.5,JPL 9
2020 R7,2459838.745528261715,2.955969677376986,1.000119840340227,347.8397404947445,268.2822387753785,114.8932895903469,11.5,4.5,JPL 79
2020 S1,2459231.384493696701,2.947362244704244,.5072233036124295,254.8661867123474,129.4585248652962,13.73388107812369,17.5,4.5,JPL 4
2020 S2,2459205.435761786896,1.756056242397456,.8274882012143907,202.2630381622285,197.6853616835279,22.39783153880176,16.3,13.5,JPL 9
2020 S3,2459196.172000834882,.3984718416724053,.9979550650096067,349.8855614696291,222.9929139870286,19.86140733720211,13.0,4.5,JPL 27
2020 S4,2459984.806076615358,3.369572345403532,1.000565750300017,21.00363822418186,117.721052258388,20.57274927061017,10.7,6.25,JPL 67
2020 S5,2459069.816729956739,2.678655258783158,.3383166676929201,52.99851422402282,316.0001317052693,12.35413353661474,16.9,4.5,JPL 6
2020 S7,2459171.535539858846,2.961017040429798,.4105791170677164,40.39730582656799,328.0182271378994,16.09182383079424,14.6,10.,JPL 4
2020 S8,2459315.429402569401,2.36383899403975,.9913992135165143,160.3340702999688,24.05198981620519,108.5179792959268,9.9,16.5,JPL 10
2020 T2,2459406.644755003949,2.054695806369846,.9934286585292598,150.3814877193392,83.04837434937346,27.87291677203505,9.4,10.25,JPL 41
2020 T3,2459234.972266369726,1.436615025151385,.5914915193088052,357.0427036464525,74.02087515088033,7.295759831581329,12.8,33.,JPL 8
2020 T4,2459400.747568401025,2.191878376768356,1.000040873103494,79.60252930264839,50.62233092464598,83.81738875929472,15.8,4.5,JPL 8
2020 T5,2459132.122000878581,1.889010621360344,.9979705420866538,90.29238329148595,237.8616978595229,66.60387857868822,16.2,10.5,JPL 4
2020 U2,2459209.199109917732,1.848824979580445,.5104876427563801,84.64492964850187,342.9015225679184,6.420975400745727,9.9,26.,JPL 9
2020 U3,2459251.474580836174,2.276176633311209,.9647932980609105,124.2620126080237,282.6790922936102,30.17699141338688,9.7,22.,JPL 10
2020 U4,2459677.455518010941,5.353687688095616,1.00141219607641,69.53104093566267,120.014132583932,167.0359071954611,6.5,11.5,JPL 49
2020 U5,2459697.373954178265,3.755950340986864,.9993804415598136,75.41471264163948,107.338250130428,97.27131310512115,12.3,4.5,JPL 57
2020 V2,2460073.021437678677,2.228224886494269,1.001099939338569,162.4088049834489,212.3666017155703,131.6103912652857,8.5,4.75,JPL 83
2020 V3,2459253.111682801918,6.230386537350216,.254878019800791,249.2406678481829,198.2868120157599,23.03309778320837,12.4,5.25,JPL 10
